nx ny nz
-0.716465044 0.509032759 -0.477036153
-0.842804653 0.510204433 0.171381896
0.603455539 0.751076546 -0.267816046
-0.486781895 0.793404982 -0.365447563
0.831338942 -0.022829452 0.555296659
-0.142304371 0.810786507 -0.567780509
-0.591740767 0.687893703 0.420291706
-0.554760200 -0.664696076 0.500420070
-0.579712333 0.697300657 -0.421551189
-0.482637750 0.501282300 0.718176063
-0.364187172 0.882567996 0.297391048
-0.716206142 -0.649158432 0.256207129
-0.590410547 0.581157404 -0.560063798
0.727708818 0.502709097 0.466608445
0.193150194 0.756171939 0.625217564
0.077285481 0.265662460 -0.960963273
-0.303354827 0.097146358 -0.947912672
0.324311964 0.486628879 0.811180673
-0.191727038 -0.616085821 0.763988877
0.126957596 -0.853284780 -0.505753747
0.421171798 0.293700181 -0.858111019
0.672898526 0.509788801 0.536025142
0.072714901 -0.444032474 0.893055264
0.108436908 0.416399705 0.902691931
-0.438006068 0.688946629 0.577497382
-0.271523614 -0.761146397 0.589008564
0.163742579 -0.931215843 0.325615451
0.682820947 0.573619296 0.452456027
0.740711710 -0.652166960 -0.161320861
0.755379510 0.466894048 0.459795329
-0.200942911 -0.322662626 0.924938255
0.861210972 -0.213636899 -0.461166929
-0.238920140 -0.649976460 0.721420660
-0.567246169 -0.705521414 -0.424819158
-0.582339612 0.156009164 -0.797835645
0.602761919 -0.797773648 -0.015338701
0.829804251 0.224342245 0.510975012
-0.605444911 0.795856712 0.006968016
-0.896896771 0.116328781 0.426665908
-0.585813439 0.069622911 -0.807449853
0.247753716 -0.741550041 -0.623475446
-0.363459447 -0.586950530 -0.723454426
-0.850704571 0.486597029 0.198809118
-0.490291171 0.652891842 -0.577361940
-0.262495981 0.631972495 0.729182162
-0.628093330 -0.008431711 -0.778092330
-0.766020195 -0.638615357 0.073372248
-0.489669707 -0.191738993 0.850564363
-0.290085934 -0.402256787 -0.868354552
0.013054870 0.904279172 0.426742018
-0.161017734 -0.272190955 -0.948675589
0.287904520 0.586164316 -0.757312605
0.352696203 -0.460272477 0.814711381
0.563164988 0.395465152 -0.725570472
-0.040807069 0.376347678 0.925579390
-0.847672307 0.415329150 0.330080834
-0.091611320 -0.471345301 0.877177846
-0.752192656 0.632650338 0.184281733
-0.340565498 -0.898738878 -0.276194806
-0.259359475 -0.374600282 0.890172619
-0.333424059 -0.825849361 -0.454754032
0.769575691 0.572146373 -0.283552084
-0.781573323 0.073313132 0.619490376
-0.749232990 0.578760417 0.322003581
0.642553132 -0.762065841 0.079881956
0.486816635 0.357764512 0.796877730
0.559647379 -0.825744897 -0.070286388
0.811297051 0.566634888 -0.143951378
-0.816161919 0.160996928 0.554941179
-0.161929398 -0.507271918 -0.846436100
0.599931355 0.257601268 -0.757445678
0.730683166 -0.663353247 -0.161445290
0.726099956 0.673453632 0.138704937
-0.855880270 0.087999483 -0.509632273
0.737729568 0.639252791 -0.217050578
0.105674015 0.882751453 0.457802223
-0.460929981 -0.553251893 0.693870230
0.478764418 0.877210984 -0.035854171
0.729066805 -0.454206774 0.512013477
0.114618376 0.886798252 0.447718089
-0.653103977 0.753983778 0.070453232
-0.740322827 0.570434520 -0.355705735
-0.362200677 0.424042321 -0.830059504
-0.903624156 0.340016266 0.260484786
0.793354895 0.301842715 0.528657721
0.140033172 -0.944188356 -0.298159454
-0.811204839 0.550703201 0.196653741
-0.298629335 -0.410750956 -0.861454684
0.032493520 -0.454545577 -0.890130603
0.311372817 -0.256264955 -0.915082096
-0.797770031 0.313322748 -0.515161948
0.732261556 -0.585831119 -0.347267784
0.606305131 -0.782559735 0.141401379
0.730456205 0.476370213 -0.489392637
-0.818011316 -0.542364928 -0.191566627
-0.899945909 0.142185467 0.412165808
-0.337586320 0.675464001 -0.655579027
0.102126882 -0.174539929 -0.979339529
-0.180892880 -0.647677356 -0.740129589
-0.930838890 -0.191149823 -0.311449364
-0.743382931 -0.647307318 -0.168448963
-0.122270850 0.729389758 -0.673082774
0.188307177 -0.802778442 -0.565762477
-0.753975488 -0.603581667 0.259249177
0.208916991 -0.137363867 -0.968238018
-0.946190351 -0.193104855 -0.259681216
-0.786143147 -0.536264869 -0.307244111
-0.776469863 0.526513634 -0.346233946
-0.928303466 -0.282125076 0.242194377
-0.445257884 0.821764761 -0.355595409
-0.730755512 -0.476208513 0.489103092
0.196519512 0.770047908 -0.606964827
0.699120794 0.148230658 -0.699469647
-0.877683340 0.453816698 -0.154020645
-0.690531373 -0.473428912 -0.546837716
-0.595950536 -0.464415621 -0.655103877
0.106214187 0.978399760 -0.177348401
-0.769648687 -0.510291959 -0.383722575
-0.492220671 0.762199755 -0.420440654
0.820811426 0.208731366 0.531695231
-0.912179969 -0.279120965 -0.300031984
-0.516012835 0.444434777 -0.732262578
0.557323024 0.762674631 0.328204896
0.795665522 0.601300834 -0.073168867
-0.485988247 -0.454238787 -0.746647539
-0.244794822 -0.559515021 0.791844957
-0.630739038 -0.775377036 0.030963177
-0.218897018 0.055844205 0.974148613
-0.069773595 0.801545877 -0.593848341
-0.505493391 -0.829638629 -0.237015140
0.497273427 -0.596802150 -0.629719249
0.466778239 0.138071362 -0.873529836
-0.404624062 0.370815171 0.835927914
0.171440521 0.797533219 0.578402034
0.982723550 0.160136646 -0.092793745
0.030468444 -0.858754103 -0.511481245
0.068821021 0.474763524 -0.877418522
0.390065461 -0.517426361 -0.761655366
0.578632567 -0.190711036 0.792977713
-0.564873547 0.492731498 0.661916571
-0.848025138 0.296436298 -0.439293621
-0.749943930 0.629152986 0.204329691
0.030556843 -0.630983136 -0.775194531
0.351503802 -0.931189110 0.096601854
0.491184732 -0.165951334 -0.855100996
-0.807272343 0.050091645 -0.588049480
-0.361153749 0.927988450 0.091681001
-0.230259658 0.550723635 0.802299176
0.671050981 0.550131424 0.497037219
0.380694557 -0.237099747 0.893787091
0.173835094 -0.728101501 0.663060754
0.359737172 0.187655567 0.913988269
0.922634109 -0.087016189 -0.375731930
0.489661810 0.709548990 -0.506726299
0.179830754 -0.531006945 0.828065531
-0.637935686 -0.768006425 -0.056605587
0.483589939 -0.857881226 0.173725571
-0.820908646 -0.242804506 -0.516870358
0.534924529 0.239201531 0.810332263
-0.179172069 0.892202163 0.414575288
-0.365017414 0.418866281 -0.831452540
-0.733345710 0.392206662 0.555317930
0.878423105 0.061030859 0.473970551
-0.265363308 -0.491983182 0.829177221
0.998538176 -0.053830521 0.004877189
0.192620829 -0.976944640 -0.092067289
0.046143230 0.864221781 0.500990534
0.694534352 0.516115618 -0.501245153
0.809728500 0.573794500 0.122880547
-0.396230688 -0.853522578 0.338379152
-0.592133152 -0.223361296 0.774266144
-0.751986060 0.185039187 0.632674850
-0.334609299 0.730549999 -0.595259032
-0.405046008 -0.914293089 0.002424707
-0.387061529 -0.263409195 0.883628298
0.910752134 0.344041389 0.228398933
-0.495947140 0.562542224 -0.661500325
-0.776569661 -0.534811575 0.333040749
0.516079478 -0.806789953 0.287666375
-0.383834763 0.488599020 -0.783544429
0.163271414 0.765956266 -0.621814638
0.279078904 -0.517701826 -0.808764357
0.821127505 0.113872563 0.559269757
-0.241268099 -0.059276081 0.968646505
-0.874180931 0.443820009 -0.197057098
-0.457919674 0.479407966 0.748650502
0.486390802 0.587195883 -0.647012350
-0.597348838 0.769951371 0.224386388
-0.574547970 -0.084963075 -0.814049081
-0.700866190 0.578647276 0.417077827
0.505242345 0.115520121 -0.855210661
0.479714884 0.173870126 0.860024889
0.531999601 0.767610815 0.357421405
-0.414039738 0.205040799 -0.886864908
0.491919899 -0.813133739 0.311172517
0.788449884 0.613167770 -0.048703869
-0.168081363 0.386438945 0.906870221
-0.318526845 0.479174401 0.817882964
-0.410637730 0.455295716 -0.789988903
-0.077938676 -0.802000217 0.592217203
0.074340662 0.830026973 0.552746498
0.246958345 0.403245257 -0.881138376
0.544083988 0.571148495 0.614623470
-0.005106369 -0.959134661 -0.282903918
-0.003649738 -0.591220583 0.806501644
-0.517854812 -0.624726777 0.584416674
0.113324468 -0.412253841 -0.903993548
0.473034365 0.350048821 0.808519828
0.463296959 -0.685167028 -0.562051662
-0.180332283 -0.525544173 -0.831434658
0.907143381 0.349238140 0.234784174
-0.347772338 -0.645376301 -0.680105750
0.802849946 -0.323455941 -0.500807567
-0.857667435 -0.491336495 0.151641088
-0.191136713 -0.469756009 -0.861856165
0.870841455 -0.156911972 -0.465847392
0.005531725 -0.778367836 0.627784129
0.701017441 -0.502001114 0.506526830
0.497860447 -0.547310894 0.672744945
0.920727273 0.223574107 0.319806046
-0.120855897 0.954305815 0.273302512
0.325195545 -0.851838701 0.410632055
-0.611288532 0.631630585 0.476832397
0.323647105 0.320857824 -0.890113930
-0.630803828 -0.221238258 0.743733933
-0.157698171 -0.293190733 -0.942958366
0.880460507 -0.260362657 -0.396232990
-0.679240824 0.545171343 -0.491345204
-0.833230576 -0.515528104 -0.199893923
-0.078237180 0.262934378 -0.961636343
0.725447869 -0.270579852 -0.632860121
0.069486434 -0.997561316 0.006561765
0.294902797 0.882545819 -0.366258404
0.669691091 -0.739801595 0.064864803
0.638936659 0.032805512 0.768559525
0.758280388 -0.612034367 -0.224554640
0.350220076 0.936477084 0.018883037
0.904867819 -0.417842600 0.081374393
-0.584703279 0.662794039 -0.467788561
-0.032349785 0.482625946 0.875228934
-0.282788236 0.780540548 -0.557482975
0.916989274 -0.170409409 0.360681722
0.810449036 -0.385611530 -0.440994452
-0.298675194 -0.677988686 -0.671658001
0.075998692 -0.770916293 -0.632386170
0.459259071 0.888253817 -0.009287718
0.626023866 -0.517989797 -0.582907102
0.755006064 0.637860169 0.151987660
-0.004320407 -0.988835878 -0.148946098
-0.747947185 -0.558168910 0.359196988
0.692769746 0.663081762 -0.283535987
-0.665796243 0.627865762 0.403112823
-0.875568267 0.416725424 0.244377027
0.687182327 -0.337015314 -0.643584592
0.047170919 0.926865039 -0.372419258
-0.089815149 -0.699357099 -0.709107106
-0.445047694 0.884356592 -0.140875718
0.331222099 0.140365467 -0.933053834
0.492132270 -0.858947372 0.141475228
0.700968630 -0.407201736 0.585516631
0.609182724 0.745608916 -0.270118037
-0.097402792 -0.587205974 0.803555748
0.229411504 -0.971487747 0.059849143
-0.712821418 -0.601525329 0.360628487
-0.637139909 0.571374074 0.517285612
-0.266806109 -0.895833592 0.355382435
0.105606878 0.051678820 -0.993064191
0.671730602 0.710873222 -0.208416077
0.573823413 -0.680296474 0.455986182
0.640595425 0.551552147 -0.534254368
-0.345334314 0.739713820 0.577553181
0.420708000 0.897310017 -0.133564634
-0.432695024 -0.164244285 -0.886452949
0.645072350 0.457171682 0.612270950
-0.173680228 0.838301477 -0.516803455
-0.569821153 0.801438853 0.181657971
-0.824862517 0.077284049 0.560025896
-0.572286610 -0.282817062 -0.769741870
-0.763365118 0.444977818 -0.468261079
0.208617092 -0.976840257 -0.047560710
0.692241827 0.568410382 -0.444646928
-0.095629341 -0.948459091 -0.302126433
0.274171326 0.927627770 -0.253647009
0.501029425 -0.666756208 0.551729711
-0.635330989 0.071997602 -0.768876375
-0.581202077 0.806618047 -0.107570777
0.725125213 0.671880983 -0.150895226
0.564174688 0.393994438 0.725586180
0.788563165 0.032701664 0.614083656
0.214186393 -0.852325107 -0.477143690
0.800965329 0.392891053 -0.451764498
-0.009338607 0.547346644 -0.836853895
-0.886957198 0.292052959 0.357787644
0.709942359 0.643246437 -0.286733097
-0.589750065 -0.504932741 -0.630268028
-0.506870517 0.686915452 -0.520796929
0.853050805 0.419733089 -0.310045897
-0.291339523 0.892579114 -0.344127604
-0.750252990 -0.622939480 -0.221510397
0.416750254 0.593946872 0.688147032
0.386800466 -0.561420596 -0.731568393
-0.648025258 -0.757965510 -0.074508731
0.117934502 0.978396502 -0.169799114
0.949510889 0.060626496 -0.307820563
-0.895081483 -0.434438597 -0.100460157
0.682980606 0.729660082 -0.033669811
-0.173211902 -0.850745032 0.496216211
0.299860339 0.382327967 -0.874018937
0.604573725 0.484064351 0.632591744
0.625896448 -0.390415345 0.675151460
-0.774397236 0.494332275 -0.394898117
-0.062407354 -0.339154128 0.938658511
-0.936780967 -0.029580422 0.348663761
-0.058262616 -0.960198428 0.273174756
0.754882998 -0.399563762 0.520096586
0.515960955 0.847566854 0.124156036
0.666704342 0.745109524 -0.017807785
-0.593567485 -0.184922034 -0.783250587
-0.743332652 0.667673608 -0.040847543
0.664940898 0.602762905 -0.441056098
0.984010815 -0.151512179 0.093631064
-0.071316517 -0.671820351 -0.737272928
0.565111444 0.423020762 -0.708309601
0.750494471 0.279581543 0.598825692
-0.381302857 -0.124250008 0.916062262
0.800083790 0.482125311 0.356960940
-0.827424826 0.228960153 -0.512782026
-0.990914059 0.033598727 0.130232304
-0.706475794 -0.587491130 -0.394646835
0.354330489 -0.803787865 -0.477885940
0.282820809 0.272296266 0.919710353
-0.767465646 0.271773866 -0.580633661
-0.219121237 0.921781905 -0.319849969
-0.097783692 -0.816610297 0.568846177
0.530748635 0.808152683 0.255333364
0.826305155 -0.289236611 -0.483282498
0.758555679 -0.554959312 0.341487106
-0.204763624 0.275941981 -0.939110154
-0.042584942 -0.854265830 -0.518089195
0.609719915 -0.435914984 0.661981686
0.982613568 0.182823679 0.032343132
0.826292212 -0.557362867 -0.081165352
0.850030186 0.273528417 0.450145407
-0.448710350 -0.710290669 -0.542352457
-0.139526755 0.864487547 -0.482901197
-0.569785338 -0.798958830 -0.192378422
0.080247087 0.672305578 -0.735911418
0.640638421 -0.620390687 -0.452435419
0.154152019 0.982109312 -0.108159398
0.874758346 0.291967078 -0.386720908
0.895003114 -0.408294275 0.179625197
0.598729221 0.529890433 -0.600615891
0.737602331 -0.141396944 0.660264875
0.668369429 -0.545646713 0.505521484
0.524292594 -0.201293778 -0.827404430
0.828936824 0.223811432 -0.512613094
0.946381132 -0.129348931 0.296026361
-0.322093926 -0.673672953 0.665146792
-0.745340608 -0.652586353 -0.136376062
0.163350566 -0.037914574 0.985839276
0.519744561 0.108581219 -0.847393480
0.500191326 -0.226255380 -0.835833201
0.711250975 0.027429406 0.702402789
0.574834173 0.176295122 0.799053004
0.640932091 0.112642127 -0.759287697
0.634929361 -0.661788952 -0.398622741
-0.670105487 0.338551987 -0.660561267
0.452968541 0.383464635 0.804844317
0.510710906 0.561509387 -0.651061885
0.808766561 -0.229955038 -0.541310752
0.113814887 0.993033100 0.030519392
0.823096516 0.447230069 -0.349996272
0.130901138 0.514691552 -0.847323727
0.465151462 -0.303663517 -0.831518241
-0.186766046 -0.352086310 0.917144304
-0.048695348 0.551641396 -0.832658714
0.084001088 0.584949120 0.806708339
0.330866106 -0.816719104 0.472755250
0.388011822 0.921550326 0.013850022
-0.555912117 -0.789682656 0.259543871
-0.936537551 0.154162049 -0.314851519
0.062571120 -0.548357704 0.833899684
0.196478258 -0.810810486 0.551346216
0.632091904 -0.578949407 0.515050879
0.893600455 0.398177512 0.207202546
0.928800711 -0.354134337 -0.109170095
-0.020350772 -0.731840685 -0.681171827
0.651438991 -0.241247535 0.719323896
-0.222459608 -0.742276324 0.632089852
0.610931244 0.626495059 -0.484011318
-0.019640537 -0.860843008 0.508491460
0.012135179 0.682266775 0.731002589
-0.535624570 0.237559529 -0.810352880
-0.467218990 0.353678625 -0.810319595
-0.715177684 0.399740566 0.573348376
-0.795914530 0.369819821 -0.479325945
-0.537170517 0.833722194 -0.127887213
-0.497758999 -0.041092875 0.866341361
-0.703555005 0.254255781 -0.663599543
-0.137104933 0.802953737 0.580058216
0.175841059 -0.078703321 0.981267400
0.460493916 -0.821310858 0.336739999
-0.407464941 0.239687268 0.881205048
-0.133300063 0.898922785 0.417335500
0.398074333 0.404566719 0.823324114
0.811482476 -0.369771170 -0.452510192
0.428119907 -0.503548894 -0.750434445
0.424708376 -0.793314065 0.436205903
0.777125177 0.411574015 -0.476112685
0.560369543 0.002656664 0.828238442
0.084500965 -0.949173444 -0.303198548
0.520551671 0.599284321 0.608181109
0.631116682 -0.283762115 -0.721921599
0.418890371 0.815835346 0.398677245
0.335550946 -0.941947573 -0.011846172
-0.736075908 0.403701660 0.543338963
0.922405784 -0.163871341 0.349733831
-0.750221781 -0.614208520 -0.244775761
0.232560802 0.222729837 0.946734859
0.553581567 -0.832657740 0.015117420
0.538821444 -0.465202059 0.702323640
-0.794651082 -0.601508999 -0.081954761
-0.134195270 -0.972872690 -0.188441926
-0.270824789 0.898526633 0.345403854
-0.458738507 0.338303068 -0.821650787
0.381208544 0.660920622 0.646423992
-0.383896717 -0.807063135 0.448633935
-0.469802454 -0.733405194 0.491327260
0.630050470 -0.690199311 -0.355895092
-0.627764283 -0.687983855 -0.364129401
0.731402916 -0.619133847 -0.285872443
-0.623204953 -0.269917766 -0.734002715
-0.163583105 0.986474617 0.010411387
-0.633839887 0.755952514 -0.163654495
-0.581945688 -0.296160207 -0.757382564
-0.453960276 -0.833305267 -0.315471711
0.833509767 -0.499817526 0.235465303
-0.094109651 0.588129849 0.803272466
-0.853430389 0.455934664 -0.252547330
-0.477965784 0.867893406 -0.135313509
-0.482273124 -0.124748929 -0.867093039
-0.693526911 -0.614709287 0.375703229
-0.194759352 -0.197789474 -0.960701889
0.316080229 0.948188282 -0.032128984
-0.544959340 0.693799855 -0.470808962
0.753810983 0.290461464 0.589407448
-0.508331863 -0.827148921 0.239631757
0.079312196 -0.523223305 0.848496876
0.765848463 -0.510296471 -0.391246269
-0.250662374 0.328497157 0.910636037
-0.721823527 0.505353373 0.472851736
0.262202400 0.534353854 -0.803564472
-0.241704418 0.568453450 0.786409339
-0.709386347 -0.091887473 0.698804481
-0.348660572 0.803976816 -0.481723037
-0.303283402 0.928517946 0.214181237
0.022320385 -0.960366427 -0.277845510
0.159758363 0.958151977 -0.237533270
-0.453630205 -0.109545904 -0.884431644
-0.875141109 0.452600578 0.171116208
-0.362282778 -0.599344795 0.713818608
0.923739560 0.374805916 -0.078903431
-0.447014449 -0.881658134 0.151185377
0.890139096 -0.386350758 0.241630878
0.280993856 0.931469456 0.231099774
0.444346644 -0.339222136 0.829146792
-0.566578820 0.459213512 0.684186664
0.135988812 -0.784549218 -0.604970717
-0.441360454 -0.878834486 0.181248159
0.876358585 -0.335661770 -0.345437124
-0.536904713 0.016313149 0.843485157
-0.592899240 0.290038921 -0.751230933
-0.383088260 0.453773500 0.804570069
0.092418542 0.868753845 0.486544520
0.026720898 -0.917362840 -0.397154144
0.527171408 0.598933493 -0.602800944
0.452313100 -0.537112864 0.711984994
0.724502780 -0.534192308 -0.435585009
-0.872237723 -0.011608706 -0.488944365
0.191342697 -0.690762421 0.697305708
0.976999732 0.211614608 0.026282731
0.626136075 0.750511257 0.211391742
0.753185153 -0.605842822 0.256254953
0.881701625 0.215324683 -0.419806533
-0.407614762 -0.621163921 -0.669332196
0.843325224 -0.258834309 0.470964295
0.600390632 0.711697992 0.364715035
0.825774392 -0.561836550 0.049359337
-0.268549514 -0.763697102 -0.587067198
0.729270513 -0.465495589 -0.501476197
-0.780147366 0.244696106 -0.575755072
0.253674922 0.658274883 0.708747637
-0.821500652 0.162732061 -0.546493326
-0.684219288 0.248932462 -0.685475452
0.444090351 -0.203282297 -0.872616794
0.584807161 0.635737005 -0.503824419
-0.054365897 -0.919035254 -0.390408186
0.228676150 -0.297791780 0.926837243
0.503103055 -0.692588031 0.516922756
0.701118259 0.577825455 -0.417792927
-0.523554586 0.851699837 0.022315543
-0.071861057 -0.831127400 -0.551419290
0.559847609 -0.219592965 -0.798967824
-0.467168889 -0.468164889 0.750049909
-0.788149608 -0.341891780 -0.511791174
-0.656906056 -0.355059341 0.665137052
-0.474442651 0.610682193 -0.634012169
0.368595099 -0.929492104 0.013493765
0.597346525 -0.709971197 -0.372985293
-0.954227564 -0.245436878 0.170910778
0.042274141 0.132950977 -0.990220650
0.422611187 -0.431130354 -0.797199098
-0.720432804 -0.032054858 -0.692783560
-0.920993156 0.301768781 -0.246388331
0.600595979 -0.468004078 -0.648272051
0.825199880 0.180415276 0.535252732
-0.847178415 -0.494012452 -0.195551606
0.491975215 -0.808788791 -0.322212787
0.308130518 0.896347643 0.318773411
0.764678708 0.112371978 -0.634538424
0.899306615 -0.434058732 0.053297555
0.832923689 -0.360927649 -0.419487022
-0.744987537 0.346648348 -0.569937270
0.483925592 -0.134735956 0.864674646
0.644014833 -0.750542572 -0.148090321
-0.161471456 -0.256262113 -0.953025025
-0.446524977 -0.235077359 0.863338914
0.350167703 -0.919204099 -0.180128853
0.900666229 0.223029284 0.372905193
0.810390512 0.243602852 -0.532846008
-0.168453331 -0.985643589 -0.011410120
-0.233591210 0.706090117 0.668484774
-0.971014143 0.049108574 -0.233922811
-0.747190236 -0.317968933 0.583611607
-0.835546140 0.335420586 -0.435150180
-0.467668448 -0.758069460 0.454551336
-0.169108597 -0.311639037 0.935031226
0.672628260 0.239302429 0.700218231
-0.849534909 0.506145292 0.148685514
-0.276606886 0.740221200 0.612830486
-0.704901509 -0.448021498 -0.549900536
0.707953983 -0.650975693 -0.273919342
-0.964752993 0.254418551 0.067252243
0.179571197 0.835980545 0.518546732
-0.783340779 0.564698953 -0.259792834
-0.729265875 -0.192390563 -0.656625582
0.003131895 0.949792171 -0.312865822
0.252887503 -0.667909920 0.699960177
0.686874208 -0.437878812 -0.580056867
0.586651978 -0.808454847 0.047330930
0.977159595 0.133957344 -0.164968350
-0.758165425 -0.587159192 0.283600551
-0.706380124 -0.663016600 0.247863086
0.361144973 -0.840015993 0.404904237
0.395948550 0.867928424 -0.299874970
0.359177184 -0.601572519 -0.713514019
0.596671993 0.285501065 -0.749981116
0.880411837 -0.213746831 -0.423305197
